Year,Box Office Collection,IMDB Rating,metascore,time_minute,Target,Imdb_genre_Comedy,Imdb_genre_Drama,Imdb_genre_Horror,Imdb_genre_Sci-Fi,Imdb_genre_Thriller
1987,63749955.0,65.0,67.0,118.0,Flop,True,False,False,False,False
2005,128745578.0,66.0,59.0,97.0,Flop,True,False,False,False,False
2010,69679794.5,61.0,52.0,109.0,Flop,True,False,False,False,False
2016,69679794.5,67.0,57.0,127.0,Flop,False,True,False,False,False
2014,212550576.0,59.0,69.0,125.0,Flop,True,False,False,False,False
2003,95255485.0,68.0,64.0,113.0,Flop,False,False,False,False,False
1995,69679794.5,75.0,73.0,112.0,Crowd Pleaser,False,True,False,False,False
1982,40577001.0,71.0,66.0,93.0,Flop,False,False,False,False,False
2013,959358436.0,78.0,66.0,161.0,Crowd Pleaser,False,False,False,False,False
2009,99123656.0,67.0,71.0,101.0,Flop,False,True,False,False,False
1981,34200000.0,73.0,56.0,140.0,Crowd Pleaser,False,True,False,False,False
2005,69679794.5,69.0,75.0,143.0,Flop,False,False,False,False,False
2010,69679794.5,62.0,70.0,107.0,Flop,False,False,False,False,False
1981,6000000.0,66.0,68.0,109.0,Flop,False,False,False,False,False
1973,68535.0,78.0,76.0,114.0,Crowd Pleaser,False,True,False,False,False
2008,162839667.0,65.0,62.0,96.0,Flop,False,True,False,False,False
2019,798332900.0,67.0,58.0,123.0,Flop,False,False,False,False,False
2015,69679794.5,64.0,72.0,134.0,Flop,False,True,False,False,False
2010,69679794.5,77.0,65.0,146.0,Crowd Pleaser,False,False,False,False,False
2007,69679794.5,75.0,71.0,138.0,Crowd Pleaser,False,False,False,False,False
2001,69679794.5,76.0,65.0,152.0,Crowd Pleaser,False,False,False,False,False
2002,875454054.0,74.0,63.0,161.0,Crowd Pleaser,False,False,False,False,False
1996,33098222.0,69.0,72.0,102.0,Gemma della Critica,True,False,False,False,False
2005,475825484.0,66.0,72.0,115.0,Flop,True,False,False,False,False
2007,137984788.0,72.0,74.0,96.0,Crowd Pleaser,False,True,False,False,False
1963,69679794.5,59.0,70.0,180.0,Gemma della Critica,False,False,False,False,False
1981,37400000.0,69.0,79.0,110.0,Gemma della Critica,True,False,False,False,False
2016,199646680.0,63.0,66.0,117.0,Flop,False,False,False,False,False
2015,542351353.0,42.0,41.0,113.0,Flop,True,False,False,False,False
1990,53980220.0,79.0,74.0,105.0,Capolavoro Universale,False,True,False,False,False
2009,929411069.0,76.0,78.0,153.0,Crowd Pleaser,False,False,False,False,False
1990,26576182.0,53.0,47.0,106.0,Gemma della Critica,True,False,False,False,False
2016,811724385.0,72.0,66.0,132.0,Crowd Pleaser,False,False,False,False,False
1989,8040008.0,71.0,69.0,126.0,Gemma della Critica,True,False,False,False,False
2005,886746240.0,77.0,81.0,157.0,Capolavoro Universale,False,False,False,False,False
2017,1273109220.0,70.0,70.0,60.0,Flop,False,True,False,False,False
1957,69679794.5,81.0,88.0,96.0,Capolavoro Universale,False,True,False,False,False
2004,789592708.0,79.0,82.0,142.0,Capolavoro Universale,False,False,False,False,False
1924,69679794.5,74.0,70.0,106.0,Capolavoro Universale,False,False,False,False,False
2007,340384141.0,71.0,75.0,107.0,Gemma della Critica,True,False,False,False,False
1988,69679794.5,77.0,83.0,104.0,Capolavoro Universale,True,False,False,False,False
1964,102296454.0,78.0,88.0,139.0,Capolavoro Universale,True,False,False,False,False
2018,348901032.0,67.0,66.0,130.0,Flop,True,False,False,False,False
2016,69679794.5,67.0,71.0,102.0,Gemma della Critica,True,False,False,False,False
2003,69679794.5,90.0,94.0,201.0,Capolavoro Universale,False,True,False,False,False
2002,919148764.0,88.0,87.0,179.0,Capolavoro Universale,False,True,False,False,False
2021,18869960.0,66.0,85.0,130.0,Gemma della Critica,False,True,False,False,False
2006,69679794.5,82.0,98.0,118.0,Capolavoro Universale,False,True,False,False,False
2016,46414530.0,74.0,76.0,108.0,Capolavoro Universale,False,True,False,False,False
2011,69679794.5,81.0,85.0,130.0,Capolavoro Universale,False,False,False,False,False
1999,511358276.0,79.0,88.0,92.0,Capolavoro Universale,True,False,False,False,False
1995,365270951.0,83.0,95.0,81.0,Capolavoro Universale,True,False,False,False,False
2003,936094852.0,82.0,90.0,100.0,Capolavoro Universale,True,False,False,False,False
2010,494870992.0,81.0,75.0,98.0,Capolavoro Universale,True,False,False,False,False
2015,852830107.0,82.0,94.0,95.0,Capolavoro Universale,True,False,False,False,False
2010,1068879522.0,83.0,92.0,103.0,Capolavoro Universale,True,False,False,False,False
2016,1004629935.0,80.0,78.0,108.0,Capolavoro Universale,True,False,False,False,False
2009,731463377.0,83.0,88.0,96.0,Capolavoro Universale,True,False,False,False,False
2019,1073080329.0,77.0,84.0,100.0,Capolavoro Universale,True,False,False,False,False
2018,69679794.5,84.0,87.0,117.0,Capolavoro Universale,True,False,False,False,False
2017,797666425.0,84.0,81.0,105.0,Capolavoro Universale,False,False,False,False,False
2004,631441092.0,80.0,90.0,115.0,Capolavoro Universale,False,False,False,False,False
2007,626549695.0,81.0,96.0,111.0,Capolavoro Universale,True,False,False,False,False
2001,560483719.0,81.0,79.0,92.0,Capolavoro Universale,True,False,False,False,False
2020,118708427.0,80.0,83.0,100.0,Capolavoro Universale,True,False,False,False,False
2016,634965560.0,76.0,81.0,107.0,Capolavoro Universale,True,False,False,False,False
2016,1025006125.0,73.0,77.0,97.0,Capolavoro Universale,True,False,False,False,False
2018,1242805359.0,76.0,80.0,118.0,Capolavoro Universale,True,False,False,False,False
2021,116682905.0,73.0,75.0,107.0,Capolavoro Universale,True,False,False,False,False
2015,102028919.0,64.0,70.0,88.0,Gemma della Critica,False,False,False,True,False
2011,148168160.0,71.0,69.0,97.0,Gemma della Critica,False,False,False,False,False
1998,152457863.0,66.0,72.0,83.0,Gemma della Critica,True,False,False,False,False
1998,69679794.5,72.0,77.0,95.0,Capolavoro Universale,True,False,False,False,False
2014,614586270.0,78.0,77.0,102.0,Capolavoro Universale,True,False,False,False,False
2019,69679794.5,74.0,71.0,104.0,Capolavoro Universale,True,False,False,False,False
2013,1265596785.0,74.0,75.0,102.0,Capolavoro Universale,True,False,False,False,False
2014,649657407.0,78.0,74.0,102.0,Capolavoro Universale,True,False,False,False,False
2004,935253978.0,73.0,75.0,93.0,Capolavoro Universale,True,False,False,False,False
2010,584899819.0,77.0,71.0,100.0,Capolavoro Universale,True,False,False,False,False
2008,328015029.0,68.0,67.0,96.0,Gemma della Critica,True,False,False,False,False
2020,133317030.0,74.0,61.0,102.0,Capolavoro Universale,True,False,False,False,False
2018,69679794.5,70.0,71.0,112.0,Gemma della Critica,False,False,False,True,False
2011,245724600.0,72.0,75.0,107.0,Capolavoro Universale,True,False,False,False,False
2001,491812794.0,79.0,84.0,90.0,Capolavoro Universale,True,False,False,False,False
2015,250091610.0,70.0,67.0,88.0,Gemma della Critica,True,False,False,False,False
2012,496511521.0,77.0,72.0,101.0,Capolavoro Universale,True,False,False,False,False
2008,631910531.0,76.0,74.0,92.0,Capolavoro Universale,True,False,False,False,False
2017,126422949.0,62.0,69.0,89.0,Gemma della Critica,True,False,False,False,False
2022,154443666.0,69.0,64.0,100.0,Gemma della Critica,True,False,False,False,False
2011,69679794.5,67.0,70.0,90.0,Gemma della Critica,False,False,False,True,False
2016,521170825.0,71.0,66.0,95.0,Gemma della Critica,True,False,False,False,False
2011,554987477.0,66.0,65.0,90.0,Gemma della Critica,True,False,False,False,False
2014,97651543.0,72.0,67.0,95.0,Crowd Pleaser,True,False,False,False,False
2016,141344255.0,61.0,66.0,89.0,Flop,True,False,False,False,False
2019,188659191.0,70.0,61.0,97.0,Flop,True,False,False,False,False
2010,543464573.0,76.0,72.0,95.0,Crowd Pleaser,True,False,False,False,False
2014,269806430.0,68.0,59.0,92.0,Flop,True,False,False,False,False
2013,743455810.0,73.0,65.0,104.0,Crowd Pleaser,True,False,False,False,False
2011,664837547.0,72.0,67.0,90.0,Crowd Pleaser,True,False,False,False,False
2007,69679794.5,67.0,64.0,85.0,Flop,True,False,False,False,False
2012,554606532.0,71.0,69.0,93.0,Flop,True,False,False,False,False
2012,746921271.0,68.0,60.0,93.0,Flop,True,False,False,False,False
2002,386116343.0,75.0,61.0,81.0,Crowd Pleaser,True,False,False,False,False
2020,214902998.0,69.0,56.0,95.0,Flop,True,False,False,False,False
2015,333771037.0,67.0,66.0,93.0,Flop,True,False,False,False,False
2006,385000317.0,64.0,77.0,108.0,Flop,False,False,False,False,False
2018,213682073.0,66.0,60.0,96.0,Flop,True,False,False,False,False
2013,975216835.0,73.0,62.0,98.0,Crowd Pleaser,True,False,False,False,False
2006,343397247.0,67.0,67.0,83.0,Flop,True,False,False,False,False
2016,343242613.0,64.0,55.0,92.0,Flop,True,False,False,False,False
2006,141267370.0,66.0,68.0,91.0,Flop,True,False,False,False,False
2012,306900902.0,72.0,58.0,97.0,Crowd Pleaser,True,False,False,False,False
2011,373993951.0,73.0,68.0,107.0,Crowd Pleaser,False,False,False,False,False
2009,381687380.0,64.0,56.0,94.0,Flop,True,False,False,False,False
2006,461630558.0,72.0,73.0,117.0,Crowd Pleaser,True,False,False,False,False
2014,366942531.0,66.0,53.0,92.0,Flop,True,False,False,False,False
2006,179357126.0,66.0,74.0,85.0,Flop,True,False,False,False,False
2019,152491897.0,64.0,60.0,97.0,Flop,True,False,False,False,False
2016,885302500.0,65.0,61.0,87.0,Flop,True,False,False,False,False
2010,321887208.0,73.0,63.0,95.0,Crowd Pleaser,True,False,False,False,False
2011,487519809.0,69.0,63.0,96.0,Flop,True,False,False,False,False
2013,573068425.0,72.0,55.0,98.0,Crowd Pleaser,True,False,False,False,False
2016,631064182.0,71.0,59.0,108.0,Flop,True,False,False,False,False
2017,383541369.0,67.0,59.0,102.0,Flop,True,False,False,False,False
2007,170552719.0,68.0,61.0,95.0,Flop,True,False,False,False,False
2013,286896578.0,64.0,58.0,96.0,Flop,True,False,False,False,False
2016,183353431.0,68.0,56.0,87.0,Flop,True,False,False,False,False
2013,262794441.0,66.0,52.0,102.0,Flop,False,False,False,False,False
2005,260636271.0,64.0,64.0,91.0,Flop,True,False,False,False,False
2008,599680774.0,66.0,61.0,89.0,Flop,True,False,False,False,False
2000,356148063.0,64.0,56.0,82.0,Flop,False,True,False,False,False
2018,527848903.0,63.0,54.0,97.0,Flop,True,False,False,False,False
2006,49610898.0,58.0,59.0,88.0,Flop,True,False,False,False,False
2002,106515310.0,71.0,52.0,83.0,Flop,False,True,False,False,False
2014,2947737.0,67.0,64.0,92.0,Flop,False,False,False,False,True
2011,1217307.0,65.0,61.0,102.0,Flop,False,False,False,False,False
2016,162122642.0,68.0,54.0,132.0,Flop,False,False,False,False,False
1995,1078485.0,75.0,62.0,121.0,Crowd Pleaser,False,True,False,False,False
1998,186883563.0,67.0,65.0,169.0,Flop,False,True,False,False,False
1985,33200000.0,72.0,64.0,133.0,Crowd Pleaser,False,True,False,False,False
2017,36976336.0,72.0,65.0,134.0,Crowd Pleaser,False,True,False,False,False
2007,69679794.5,75.0,68.0,160.0,Crowd Pleaser,False,True,False,False,False
1990,244087268.0,74.0,55.0,118.0,Crowd Pleaser,True,False,False,False,False
1993,56505065.0,78.0,50.0,130.0,Crowd Pleaser,False,True,False,False,False
2018,115515.0,55.0,66.0,88.0,Flop,False,False,True,False,False
2000,71189835.0,66.0,77.0,110.0,Flop,True,False,False,False,False
2003,68613992.0,74.0,67.0,139.0,Crowd Pleaser,False,True,False,False,False
2019,69679794.5,60.0,75.0,124.0,Flop,False,True,False,False,False
2014,8217571.0,66.0,68.0,122.0,Flop,False,True,False,False,False
2015,152366784.0,78.0,68.0,168.0,Crowd Pleaser,False,False,False,False,True
2010,1869928.0,65.0,85.0,104.0,Gemma della Critica,False,False,False,False,True
2005,69679794.5,73.0,77.0,121.0,Crowd Pleaser,False,False,False,False,False
2005,5313608.0,73.0,73.0,104.0,Crowd Pleaser,False,True,False,False,False
1973,3000000.0,86.0,70.0,62.0,Crowd Pleaser,False,True,False,False,False
1987,3369307.0,69.0,76.0,94.0,Flop,False,False,True,False,False
2013,69679794.5,74.0,70.0,57.0,Capolavoro Universale,False,False,False,False,True
2015,532938302.0,80.0,76.0,156.0,Crowd Pleaser,False,True,False,False,False
1985,41410568.0,73.0,61.0,115.0,Capolavoro Universale,False,True,False,False,False
1969,252276928.0,76.0,80.0,110.0,Capolavoro Universale,False,True,False,False,False
1965,20666667.0,68.0,60.0,97.0,Gemma della Critica,True,False,False,False,False
2018,14636067.0,69.0,78.0,122.0,Gemma della Critica,False,True,False,False,False
2007,71171825.0,76.0,70.0,92.0,Capolavoro Universale,False,False,False,False,True
2015,2089072.0,69.0,72.0,84.0,Gemma della Critica,False,False,False,False,True
1972,44693786.0,75.0,75.0,108.0,Capolavoro Universale,False,True,False,False,False
1962,8000000.0,81.0,94.0,123.0,Capolavoro Universale,False,True,False,False,False
1973,15700000.0,75.0,69.0,105.0,Capolavoro Universale,False,True,False,False,False
2017,44984979.0,77.0,73.0,107.0,Capolavoro Universale,False,True,False,False,False
1970,31559552.0,76.0,63.0,139.0,Capolavoro Universale,True,False,False,False,False
2017,2291545.0,69.0,88.0,113.0,Gemma della Critica,False,False,False,False,False
1961,8200000.0,43.0,25.0,94.0,Gemma della Critica,True,False,False,False,False
2018,69679794.5,73.0,79.0,133.0,Capolavoro Universale,True,False,False,False,False
1955,69679794.5,77.0,70.0,81.0,Capolavoro Universale,False,False,False,False,True
1956,30194409.0,76.0,84.0,201.0,Capolavoro Universale,False,True,False,False,False
1965,69679794.5,67.0,62.0,123.0,Gemma della Critica,False,False,False,False,False
1967,6000000.0,76.0,85.0,126.0,Capolavoro Universale,False,True,False,False,False
1957,69679794.5,73.0,84.0,83.0,Capolavoro Universale,False,False,False,False,False
1964,69679794.5,79.0,65.0,99.0,Capolavoro Universale,False,True,False,False,False
2007,164035753.0,82.0,92.0,122.0,Capolavoro Universale,False,True,False,False,False
1956,69679794.5,79.0,94.0,119.0,Capolavoro Universale,False,True,False,False,False
1992,159157447.0,82.0,85.0,130.0,Capolavoro Universale,False,True,False,False,False
1939,69679794.5,78.0,93.0,96.0,Capolavoro Universale,False,True,False,False,False
1952,8000000.0,80.0,89.0,85.0,Capolavoro Universale,False,True,False,False,False
1967,69679794.5,88.0,90.0,178.0,Capolavoro Universale,False,False,False,False,False
1957,33300000.0,82.0,87.0,161.0,Capolavoro Universale,False,True,False,False,False
1957,69679794.5,84.0,90.0,88.0,Capolavoro Universale,False,True,False,False,False
1951,237370350.0,55.0,40.0,104.0,Gemma della Critica,False,True,False,False,False
1961,69679794.5,73.0,83.0,79.0,Capolavoro Universale,True,False,False,False,False
1946,23600000.0,81.0,93.0,170.0,Capolavoro Universale,False,True,False,False,False
1956,3000000.0,75.0,80.0,98.0,Capolavoro Universale,False,False,False,True,False
1960,60000000.0,85.0,70.0,55.0,Capolavoro Universale,False,True,False,False,False
1955,402723.0,83.0,70.0,125.0,Capolavoro Universale,False,True,False,False,False
2001,159691085.0,77.0,74.0,144.0,Crowd Pleaser,False,True,False,False,False
1979,69679794.5,75.0,63.0,142.0,Crowd Pleaser,False,True,False,False,False
2004,69679794.5,76.0,76.0,133.0,Crowd Pleaser,False,True,False,False,False
2014,547326372.0,73.0,72.0,133.0,Crowd Pleaser,False,True,False,False,False
2011,156815529.0,72.0,72.0,146.0,Crowd Pleaser,False,True,False,False,False
1998,97709034.0,76.0,78.0,170.0,Crowd Pleaser,False,True,False,False,False
2013,149804632.0,75.0,60.0,121.0,Crowd Pleaser,False,True,False,False,False
1980,69847348.0,62.0,59.0,109.0,Flop,True,False,False,False,False
1997,69679794.5,86.0,59.0,116.0,Crowd Pleaser,True,False,False,False,False
2014,210315681.0,75.0,64.0,134.0,Crowd Pleaser,False,True,False,False,False
2008,329631958.0,78.0,70.0,166.0,Crowd Pleaser,False,True,False,False,False
2012,402448265.0,70.0,64.0,124.0,Flop,False,False,False,True,False
2002,408250578.0,68.0,59.0,106.0,Flop,False,True,False,False,False
2004,101173038.0,64.0,50.0,100.0,Flop,False,True,False,False,False
2021,69679794.5,68.0,61.0,98.0,Flop,True,False,False,False,False
2018,69679794.5,68.0,67.0,114.0,Flop,True,False,False,False,False
2019,188751.0,75.0,70.0,240.0,Crowd Pleaser,False,True,False,False,False
2020,69679794.5,73.0,58.0,95.0,Crowd Pleaser,True,False,False,False,False
2000,75763814.0,77.0,69.0,107.0,Crowd Pleaser,True,False,False,False,False
2019,22373378.0,65.0,70.0,102.0,Flop,True,False,False,False,False
2002,183354514.0,77.0,72.0,117.0,Crowd Pleaser,False,True,False,False,False
2019,242788.0,72.0,66.0,119.0,Crowd Pleaser,False,True,False,False,False
1981,13747988.0,74.0,86.0,108.0,Crowd Pleaser,False,True,False,False,False
1996,100833145.0,66.0,77.0,116.0,Flop,False,True,False,False,False
2020,10862200.0,71.0,65.0,112.0,Flop,False,False,False,False,True
2020,69679794.5,66.0,68.0,95.0,Flop,True,False,False,False,False
1993,32790064.0,77.0,84.0,139.0,Capolavoro Universale,False,True,False,False,False
1999,672806292.0,82.0,64.0,107.0,Capolavoro Universale,False,True,False,False,False
2011,7862131.0,63.0,70.0,87.0,Gemma della Critica,True,False,False,False,False
2004,36028802.0,74.0,67.0,102.0,Capolavoro Universale,True,False,False,False,False
2012,23265132.0,72.0,86.0,93.0,Capolavoro Universale,False,False,False,False,False
1986,137978395.0,81.0,92.0,120.0,Capolavoro Universale,False,True,False,False,False
2019,7422058.0,68.0,72.0,104.0,Gemma della Critica,True,False,False,False,False
2020,3117353.0,71.0,61.0,110.0,Gemma della Critica,False,True,False,False,False
2012,830700.0,64.0,68.0,90.0,Gemma della Critica,False,True,False,False,False
2000,427230516.0,78.0,73.0,143.0,Capolavoro Universale,False,True,False,False,False
2012,273346281.0,73.0,86.0,150.0,Capolavoro Universale,False,True,False,False,False
2017,10891281.0,68.0,84.0,89.0,Gemma della Critica,False,True,False,False,False
2009,212453431.0,79.0,81.0,112.0,Capolavoro Universale,False,False,False,True,False
2012,134612435.0,74.0,95.0,157.0,Capolavoro Universale,False,True,False,False,False
2018,45249153.0,75.0,90.0,89.0,Capolavoro Universale,False,True,False,False,False
2013,32943247.0,74.0,93.0,104.0,Capolavoro Universale,True,False,False,False,False
1973,30933991.0,81.0,77.0,102.0,Capolavoro Universale,True,False,False,False,False
2021,69679794.5,51.0,70.0,81.0,Gemma della Critica,False,False,True,False,False
2019,69679794.5,67.0,84.0,91.0,Gemma della Critica,False,True,False,False,False
1963,13474929.0,79.0,83.0,113.0,Capolavoro Universale,True,False,False,False,False
1946,69679794.5,86.0,89.0,130.0,Capolavoro Universale,False,True,False,False,False
1996,51203925.0,89.0,70.0,53.0,Capolavoro Universale,False,True,False,False,False
2019,3415542.0,72.0,73.0,94.0,Capolavoro Universale,False,True,False,False,False
2015,935900.0,71.0,86.0,88.0,Gemma della Critica,True,False,False,False,False
2021,69679794.5,75.0,82.0,127.0,Capolavoro Universale,False,True,False,False,False
2016,23934375.0,64.0,87.0,90.0,Gemma della Critica,True,False,False,False,False
2016,10727536.0,73.0,90.0,118.0,Capolavoro Universale,True,False,False,False,False
2016,77733867.0,78.0,96.0,137.0,Capolavoro Universale,False,True,False,False,False
2004,109726800.0,75.0,94.0,127.0,Capolavoro Universale,True,False,False,False,False
2019,516819.0,77.0,82.0,120.0,Capolavoro Universale,False,True,False,False,False
2019,69679794.5,64.0,72.0,91.0,Gemma della Critica,True,False,False,False,False
2017,56868677.0,75.0,86.0,120.0,Capolavoro Universale,True,False,False,False,False
1986,52287766.0,81.0,75.0,89.0,Capolavoro Universale,False,True,False,False,False
2020,69679794.5,63.0,68.0,90.0,Gemma della Critica,True,False,False,False,False
2019,263452.0,67.0,64.0,113.0,Gemma della Critica,False,True,False,False,False
1987,45015999.0,83.0,76.0,116.0,Capolavoro Universale,False,True,False,False,False
2019,69679794.5,73.0,72.0,122.0,Capolavoro Universale,False,True,False,False,False
2021,69679794.5,71.0,76.0,125.0,Gemma della Critica,False,True,False,False,False
2007,77208711.0,82.0,93.0,158.0,Capolavoro Universale,False,True,False,False,False
2017,28717667.0,73.0,76.0,104.0,Capolavoro Universale,True,False,False,False,False
2017,47812199.0,74.0,90.0,130.0,Capolavoro Universale,False,True,False,False,False
2016,816452.0,63.0,70.0,89.0,Gemma della Critica,False,False,False,False,True
2018,69679794.5,65.0,62.0,105.0,Gemma della Critica,True,False,False,False,False
2015,90777.0,77.0,79.0,137.0,Capolavoro Universale,False,True,False,False,False
2012,236412453.0,77.0,81.0,122.0,Capolavoro Universale,True,False,False,False,False
2020,69679794.5,65.0,82.0,154.0,Gemma della Critica,False,True,False,False,False
2019,50023780.0,74.0,91.0,135.0,Capolavoro Universale,False,True,False,False,False
2017,518058826.0,78.0,94.0,106.0,Capolavoro Universale,False,True,False,False,False
2016,13587246.0,66.0,67.0,82.0,Gemma della Critica,False,False,True,False,False
2018,69679794.5,59.0,71.0,94.0,Gemma della Critica,False,True,False,False,False
2018,69679794.5,72.0,83.0,123.0,Capolavoro Universale,True,False,False,False,False
2019,69679794.5,61.0,71.0,78.0,Gemma della Critica,True,False,False,False,False
1998,485035085.0,86.0,91.0,169.0,Capolavoro Universale,False,True,False,False,False
2011,162275213.0,77.0,81.0,94.0,Capolavoro Universale,True,False,False,False,False
2011,180047784.0,75.0,83.0,126.0,Capolavoro Universale,False,True,False,False,False
2012,170466405.0,74.0,84.0,119.0,Capolavoro Universale,False,True,False,False,False
2018,18285560.0,69.0,80.0,112.0,Gemma della Critica,True,False,False,False,False
1988,81613606.0,75.0,78.0,126.0,Capolavoro Universale,True,False,False,False,False
2019,322598.0,63.0,70.0,88.0,Gemma della Critica,True,False,False,False,False
2021,618109.0,67.0,86.0,121.0,Gemma della Critica,False,True,False,False,False
2013,48043998.0,80.0,91.0,126.0,Capolavoro Universale,False,True,False,False,False
2019,320349.0,79.0,94.0,137.0,Capolavoro Universale,False,True,False,False,False
2019,69679794.5,81.0,65.0,96.0,Capolavoro Universale,True,False,False,False,False
2014,50334418.0,78.0,76.0,117.0,Capolavoro Universale,False,True,False,False,False
2019,910234.0,78.0,94.0,209.0,Capolavoro Universale,False,True,False,False,False
2018,69679794.5,71.0,64.0,99.0,Gemma della Critica,True,False,False,False,False
1976,28447834.0,83.0,94.0,114.0,Capolavoro Universale,False,True,False,False,False
2010,224922135.0,78.0,95.0,120.0,Capolavoro Universale,False,True,False,False,False
2012,227140757.0,77.0,86.0,120.0,Capolavoro Universale,False,True,False,False,False
2018,1109544.0,77.0,96.0,135.0,Capolavoro Universale,False,True,False,False,False
2016,2671506.0,70.0,70.0,42.0,Gemma della Critica,False,True,False,False,False
2017,53559.0,74.0,85.0,134.0,Capolavoro Universale,False,True,False,False,False
2016,23900842.0,78.0,81.0,101.0,Capolavoro Universale,True,False,False,False,False
2019,69679794.5,72.0,76.0,118.0,Capolavoro Universale,True,False,False,False,False
2020,69679794.5,69.0,87.0,94.0,Gemma della Critica,False,True,False,False,False
2013,8758343.0,72.0,73.0,151.0,Capolavoro Universale,True,False,False,False,False
1982,69679794.5,50.0,70.0,86.0,Flop,False,False,True,False,False
1980,10000000.0,77.0,70.0,386.0,Crowd Pleaser,True,False,False,False,False
1982,1198346.0,60.0,68.0,85.0,Flop,False,False,True,False,False
1981,102836002.0,54.0,51.0,101.0,Flop,False,False,True,False,False
1981,69679794.5,59.0,45.0,89.0,Flop,False,False,True,False,False
1974,69679794.5,65.0,70.0,92.0,Flop,False,False,True,False,False
1981,69679794.5,63.0,42.0,91.0,Flop,False,False,True,False,False
2017,125010260.0,66.0,58.0,96.0,Flop,True,False,False,False,False
1988,44196684.0,57.0,48.0,90.0,Flop,False,True,False,False,False
1976,69679794.5,64.0,67.0,107.0,Flop,False,False,True,False,False
1983,69679794.5,62.0,58.0,84.0,Flop,False,False,True,False,False
1980,92670237.0,64.0,22.0,95.0,Flop,False,False,True,False,False
1980,31899000.0,71.0,74.0,104.0,Flop,False,True,False,False,False
1957,69679794.5,90.0,96.0,96.0,Capolavoro Universale,False,True,False,False,False
1959,69679794.5,80.0,95.0,161.0,Capolavoro Universale,False,True,False,False,False
2021,79749.0,66.0,88.0,100.0,Gemma della Critica,False,False,False,False,True
1966,69679794.5,75.0,70.0,52.0,Capolavoro Universale,False,False,False,False,True
1925,69679794.5,80.0,97.0,66.0,Capolavoro Universale,False,False,False,False,True
1995,5691852.0,81.0,77.0,101.0,Capolavoro Universale,False,True,False,False,False
1967,16218162.0,81.0,92.0,127.0,Capolavoro Universale,False,True,False,False,False
1925,69679794.5,82.0,70.0,95.0,Capolavoro Universale,False,False,False,False,False
1940,69679794.5,81.0,96.0,129.0,Capolavoro Universale,False,True,False,False,False
1988,69679794.5,85.0,94.0,89.0,Capolavoro Universale,False,True,False,False,False
1989,10176701.0,70.0,70.0,137.0,Gemma della Critica,False,True,False,False,False
1921,69688384.0,83.0,70.0,68.0,Capolavoro Universale,True,False,False,False,False
1944,69679794.5,79.0,70.0,88.0,Capolavoro Universale,False,True,False,False,False
2018,7691967.0,71.0,88.0,109.0,Gemma della Critica,False,True,False,False,False
1931,1972914.0,83.0,70.0,99.0,Capolavoro Universale,False,False,False,False,True
2017,69679794.5,76.0,86.0,96.0,Capolavoro Universale,True,False,False,False,False
2020,609586.0,80.0,97.0,101.0,Capolavoro Universale,False,True,False,False,False
1940,6002370.0,60.0,46.0,123.0,Gemma della Critica,False,True,False,False,False
1993,7266393.0,74.0,89.0,109.0,Capolavoro Universale,False,True,False,False,False
1954,69679794.5,86.0,98.0,207.0,Capolavoro Universale,False,True,False,False,False
1943,69679794.5,78.0,94.0,108.0,Capolavoro Universale,False,False,False,False,True
1952,7235585.0,83.0,99.0,103.0,Capolavoro Universale,True,False,False,False,False
1979,296334.0,81.0,70.0,162.0,Capolavoro Universale,False,True,False,False,False
1985,69679794.5,79.0,87.0,114.0,Capolavoro Universale,True,False,False,False,False
1994,69679794.5,81.0,100.0,99.0,Capolavoro Universale,False,True,False,False,False
1935,3202000.0,77.0,92.0,101.0,Capolavoro Universale,True,False,False,False,False
1953,69679794.5,82.0,85.0,131.0,Capolavoro Universale,False,False,False,False,False
